팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05592887, 2017, 2915511600107040015, 29155116, 구소동, 01, 유지, 704-15답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592895, 2017, 2915511600107040022, 29155116, 구소동, 01, 유지, 704-22답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592931, 2017, 2915511600107050001, 29155116, 구소동, 01, 유지, 705-1답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592932, 2017, 2915511600107050002, 29155116, 구소동, 01, 유지, 705-2답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592934, 2017, 2915511600107050004, 29155116, 구소동, 01, 유지, 705-4답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05573220, 2017, 2915511600107050005, 29155116, 구소동, 01, 유지, 705-5답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592936, 2017, 2915511600107050006, 29155116, 구소동, 01, 유지, 705-6답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592937, 2017, 2915511600107050007, 29155116, 구소동, 01, 유지, 705-7답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05590491, 2017, 2915511600107050008, 29155116, 구소동, 01, 유지, 705-8답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592935, 2017, 2915511600107050009, 29155116, 구소동, 01, 유지, 705-9답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592940, 2017, 2915511600107050011, 29155116, 구소동, 01, 유지, 705-11답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592939, 2017, 2915511600107050014, 29155116, 구소동, 01, 유지, 705-14답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592366, 2017, 2915511600107200000, 29155116, 구소동, 01, 유지, 720답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05594060, 2017, 2915511600107350000, 29155116, 구소동, 01, 유지, 735답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05594062, 2017, 2915511600107370000, 29155116, 구소동, 01, 유지, 737답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05594063, 2017, 2915511600107380000, 29155116, 구소동, 01, 유지, 738답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05594064, 2017, 2915511600107430000, 29155116, 구소동, 01, 유지, 743답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05594056, 2017, 2915511600107470000, 29155116, 구소동, 01, 유지, 747답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05594057, 2017, 2915511600107480000, 29155116, 구소동, 01, 유지, 748답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593283, 2017, 2915511600107510000, 29155116, 구소동, 01, 유지, 751답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593279, 2017, 2915511600107650000, 29155116, 구소동, 01, 유지, 765답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593280, 2017, 2915511600107670000, 29155116, 구소동, 01, 유지, 767답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593836, 2017, 2915511600107690000, 29155116, 구소동, 01, 유지, 769답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593835, 2017, 2915511600107700000, 29155116, 구소동, 01, 유지, 770답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593829, 2017, 2915511600107710000, 29155116, 구소동, 01, 유지, 771답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593273, 2017, 2915511600107750000, 29155116, 구소동, 01, 유지, 775답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593277, 2017, 2915511600107790000, 29155116, 구소동, 01, 유지, 779답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593271, 2017, 2915511600107820000, 29155116, 구소동, 01, 유지, 782답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593275, 2017, 2915511600107850000, 29155116, 구소동, 01, 유지, 785답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593281, 2017, 2915511600107890000, 29155116, 구소동, 01, 유지, 789답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593837, 2017, 2915511600107930000, 29155116, 구소동, 01, 유지, 793답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593269, 2017, 2915511600107950000, 29155116, 구소동, 01, 유지, 795답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593838, 2017, 2915511600108090000, 29155116, 구소동, 01, 유지, 809답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593259, 2017, 2915511600108100000, 29155116, 구소동, 01, 유지, 810답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593258, 2017, 2915511600108130000, 29155116, 구소동, 01, 유지, 813답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05590514, 2017, 2915511600108140000, 29155116, 구소동, 01, 유지, 814답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593264, 2017, 2915511600108170000, 29155116, 구소동, 01, 유지, 817답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593265, 2017, 2915511600108180000, 29155116, 구소동, 01, 유지, 818답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593262, 2017, 2915511600108200000, 29155116, 구소동, 01, 유지, 820답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05590686, 2017, 2915511600108250000, 29155116, 구소동, 01, 유지, 825답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05590505, 2017, 2915511600108320000, 29155116, 구소동, 01, 유지, 832답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593242, 2017, 2915511600108330000, 29155116, 구소동, 01, 유지, 833답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593243, 2017, 2915511600108360000, 29155116, 구소동, 01, 유지, 836답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593244, 2017, 2915511600108390000, 29155116, 구소동, 01, 유지, 839답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593238, 2017, 2915511600108430000, 29155116, 구소동, 01, 유지, 843답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593241, 2017, 2915511600108440000, 29155116, 구소동, 01, 유지, 844답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593240, 2017, 2915511600108450000, 29155116, 구소동, 01, 유지, 845답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593234, 2017, 2915511600108500000, 29155116, 구소동, 01, 유지, 850답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593233, 2017, 2915511600108510000, 29155116, 구소동, 01, 유지, 851답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593231, 2017, 2915511600108550000, 29155116, 구소동, 01, 유지, 855답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593221, 2017, 2915511600108630000, 29155116, 구소동, 01, 유지, 863답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593222, 2017, 2915511600108640000, 29155116, 구소동, 01, 유지, 864답, 01, 논, 01, 항공영상, 20181130, , , 35616073
