팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05589908, 2017, 2914011700100060001, 29140117, 덕흥동, 01, 유지, 6-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589913, 2017, 2914011700100060003, 29140117, 덕흥동, 01, 유지, 6-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589905, 2017, 2914011700100060004, 29140117, 덕흥동, 01, 유지, 6-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589909, 2017, 2914011700100060005, 29140117, 덕흥동, 01, 유지, 6-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589912, 2017, 2914011700100060006, 29140117, 덕흥동, 01, 유지, 6-6답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589904, 2017, 2914011700100060007, 29140117, 덕흥동, 01, 유지, 6-7답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589903, 2017, 2914011700100060008, 29140117, 덕흥동, 01, 유지, 6-8답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589911, 2017, 2914011700100060009, 29140117, 덕흥동, 01, 유지, 6-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589910, 2017, 2914011700100060010, 29140117, 덕흥동, 01, 유지, 6-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589907, 2017, 2914011700100060011, 29140117, 덕흥동, 01, 유지, 6-11답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589902, 2017, 2914011700100060013, 29140117, 덕흥동, 01, 유지, 6-13답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588053, 2017, 2914011700100060014, 29140117, 덕흥동, 01, 유지, 6-14답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589906, 2017, 2914011700100060015, 29140117, 덕흥동, 01, 유지, 6-15답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589901, 2017, 2914011700100060016, 29140117, 덕흥동, 01, 유지, 6-16답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589898, 2017, 2914011700100060019, 29140117, 덕흥동, 01, 유지, 6-19답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588052, 2017, 2914011700100060020, 29140117, 덕흥동, 01, 유지, 6-20답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589899, 2017, 2914011700100060021, 29140117, 덕흥동, 01, 유지, 6-21답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589999, 2017, 2914011700100070001, 29140117, 덕흥동, 01, 유지, 7-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589997, 2017, 2914011700100070003, 29140117, 덕흥동, 01, 유지, 7-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588143, 2017, 2914011700100070004, 29140117, 덕흥동, 01, 유지, 7-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589964, 2017, 2914011700100080001, 29140117, 덕흥동, 01, 유지, 8-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589961, 2017, 2914011700100080002, 29140117, 덕흥동, 01, 유지, 8-2답, 01, 논, 01, 항공영상, 20181130, , , 35616034
